AGENT,CATEGORY,ISSUE_TYPE,PAGE_URL,ELEMENT,MESSAGE,SEVERITY,RECOMMENDATION,CONFIDENCE,REQUIRES_REVIEW
altText,Detection,Empty Alt Attribute,https://asuonline.asu.edu/what-it-costs/loan-estimator/,"<img src=""data:image/svg+xml,%3csvg%20width='30'%20height='30'%20viewBox='0%200%2030%2030'%20fill='none'%20xmlns='http://www.w3.org/2000/svg'%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M20.735%207.75012L19.6118%203.59209C19.2401%202.21604%2017.8228%201.40158%2016.4468%201.77328C12.9949%202.70569%205.94376%204.61037%202.49193%205.54278C1.11589%205.91448%200.301425%207.33179%200.673125%208.70784L5.51962%2026.6498C5.89132%2028.0258%207.30864%2028.8403%208.68468%2028.4686L22.6395%2024.6991C24.0156%2024.3274%2024.83%2022.9101%2024.4583%2021.534L23.3352%2017.376C23.2608%2017.1009%2022.9773%2016.9379%2022.7021%2017.0122C22.427%2017.0865%2022.2641%2017.3701%2022.3384%2017.6452L23.4616%2021.8033C23.6846%2022.6291%2023.1961%2023.4792%2022.3703%2023.7023L8.41543%2027.4718C7.58961%2027.6949%206.73947%2027.2063%206.5164%2026.3805C5.38999%2022.2105%202.79631%2012.6086%201.6699%208.43859C1.44683%207.61276%201.93536%206.76263%202.76118%206.53955L16.716%202.77005C17.5418%202.54698%2018.392%203.03551%2018.6151%203.86134L19.7382%208.01937C19.8125%208.29448%2020.0961%208.45745%2020.3712%208.38314C20.6463%208.30882%2020.8093%208.02523%2020.735%207.75012Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M15.201%2022.7962C15.19%2022.9911%2015.2897%2023.1759%2015.4593%2023.2734C15.629%2023.3709%2015.8388%2023.364%2016.0017%2023.2563C16.0017%2023.2563%2017.8883%2022.005%2018.5196%2021.5864C18.7201%2021.4536%2018.887%2021.2759%2019.0066%2021.0671L25.2822%2010.1464C25.4871%209.79052%2025.5419%209.36771%2025.4348%208.97099C25.3276%208.57428%2025.0669%208.23668%2024.7111%208.03225C24.4705%207.89352%2024.2103%207.74402%2023.9692%207.60592C23.6135%207.40149%2023.1905%207.34622%2022.7938%207.45338C22.3971%207.56054%2022.0594%207.82075%2021.8551%208.177L15.5795%2019.0977C15.4593%2019.3061%2015.3898%2019.5398%2015.3761%2019.7799C15.3322%2020.5361%2015.201%2022.7962%2015.201%2022.7962ZM16.2916%2021.8251L17.4562%2021.0528L16.3725%2020.43L16.2916%2021.8251ZM16.6102%2019.376L18.2472%2020.3167L23.1893%2011.7166L21.5523%2010.7759L16.6102%2019.376ZM23.7036%2010.8215L22.0667%209.88079L22.7502%208.69136C22.8182%208.57299%2022.931%208.48583%2023.0631%208.45015C23.1952%208.41448%2023.3365%208.43298%2023.4549%208.501L24.1968%208.92733C24.3151%208.99535%2024.4023%209.10817%2024.438%209.24024C24.4737%209.37232%2024.4552%209.51368%2024.3871%209.63205L23.7036%2010.8215Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M8.87376%2025.2091L9.87054%2024.9398C10.0594%2024.8888%2010.2031%2024.7355%2010.2417%2024.5438L10.4952%2023.293L11.3441%2024.246C11.4739%2024.3922%2011.6752%2024.4523%2011.8641%2024.4013L13.8576%2023.8628C14.1327%2023.7885%2014.2957%2023.5049%2014.2214%2023.2298C14.1471%2022.9547%2013.8635%2022.7917%2013.5884%2022.866L11.9028%2023.3213L10.5796%2021.8355C10.4497%2021.6893%2010.2484%2021.6292%2010.0596%2021.6802C9.87067%2021.7313%209.72704%2021.8845%209.68845%2022.0762L9.29328%2024.0262L8.60451%2024.2123C8.3294%2024.2866%208.16644%2024.5702%208.24075%2024.8453C8.31506%2025.1204%208.59865%2025.2834%208.87376%2025.2091Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M5.83172%209.98821L15.7995%207.29571C16.0746%207.2214%2016.2375%206.93781%2016.1632%206.6627C16.0889%206.38759%2015.8053%206.22462%2015.5302%206.29894L5.56247%208.99144C5.28736%209.06575%205.1244%209.34934%205.19871%209.62445C5.27302%209.89956%205.55661%2010.0625%205.83172%209.98821Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M6.63946%2012.9784L16.6072%2010.2859C16.8823%2010.2116%2017.0453%209.92804%2016.971%209.65293C16.8966%209.37782%2016.6131%209.21486%2016.3379%209.28917L6.37021%2011.9817C6.0951%2012.056%205.93214%2012.3396%206.00645%2012.6147C6.08076%2012.8898%206.36435%2013.0528%206.63946%2012.9784Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M7.44708%2015.9688L17.4148%2013.2763C17.6899%2013.202%2017.8529%2012.9184%2017.7786%2012.6433C17.7043%2012.3682%2017.4207%2012.2052%2017.1456%2012.2795L7.17783%2014.972C6.90272%2015.0463%206.73976%2015.3299%206.81407%2015.605C6.88838%2015.8801%207.17197%2016.0431%207.44708%2015.9688Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M8.25494%2018.9592L15.2324%2017.0744C15.5075%2017.0001%2015.6704%2016.7165%2015.5961%2016.4414C15.5218%2016.1663%2015.2382%2016.0033%2014.9631%2016.0776L7.98569%2017.9624C7.71058%2018.0367%207.54762%2018.3203%207.62193%2018.5954C7.69624%2018.8705%207.97983%2019.0335%208.25494%2018.9592Z'%20fill='%23484848'/%3e%3c/svg%3e"">",Image has an empty alt attribute but may convey important content.,high,"Describe the key information shown in the image related to ""Tuition and loan estimator"".",medium,false
altQuality,Analysis,EMPTY MISUSE,https://asuonline.asu.edu/what-it-costs/loan-estimator/,"<img src=""data:image/svg+xml,%3csvg%20width='30'%20height='30'%20viewBox='0%200%2030%2030'%20fill='none'%20xmlns='http://www.w3.org/2000/svg'%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M20.735%207.75012L19.6118%203.59209C19.2401%202.21604%2017.8228%201.40158%2016.4468%201.77328C12.9949%202.70569%205.94376%204.61037%202.49193%205.54278C1.11589%205.91448%200.301425%207.33179%200.673125%208.70784L5.51962%2026.6498C5.89132%2028.0258%207.30864%2028.8403%208.68468%2028.4686L22.6395%2024.6991C24.0156%2024.3274%2024.83%2022.9101%2024.4583%2021.534L23.3352%2017.376C23.2608%2017.1009%2022.9773%2016.9379%2022.7021%2017.0122C22.427%2017.0865%2022.2641%2017.3701%2022.3384%2017.6452L23.4616%2021.8033C23.6846%2022.6291%2023.1961%2023.4792%2022.3703%2023.7023L8.41543%2027.4718C7.58961%2027.6949%206.73947%2027.2063%206.5164%2026.3805C5.38999%2022.2105%202.79631%2012.6086%201.6699%208.43859C1.44683%207.61276%201.93536%206.76263%202.76118%206.53955L16.716%202.77005C17.5418%202.54698%2018.392%203.03551%2018.6151%203.86134L19.7382%208.01937C19.8125%208.29448%2020.0961%208.45745%2020.3712%208.38314C20.6463%208.30882%2020.8093%208.02523%2020.735%207.75012Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M15.201%2022.7962C15.19%2022.9911%2015.2897%2023.1759%2015.4593%2023.2734C15.629%2023.3709%2015.8388%2023.364%2016.0017%2023.2563C16.0017%2023.2563%2017.8883%2022.005%2018.5196%2021.5864C18.7201%2021.4536%2018.887%2021.2759%2019.0066%2021.0671L25.2822%2010.1464C25.4871%209.79052%2025.5419%209.36771%2025.4348%208.97099C25.3276%208.57428%2025.0669%208.23668%2024.7111%208.03225C24.4705%207.89352%2024.2103%207.74402%2023.9692%207.60592C23.6135%207.40149%2023.1905%207.34622%2022.7938%207.45338C22.3971%207.56054%2022.0594%207.82075%2021.8551%208.177L15.5795%2019.0977C15.4593%2019.3061%2015.3898%2019.5398%2015.3761%2019.7799C15.3322%2020.5361%2015.201%2022.7962%2015.201%2022.7962ZM16.2916%2021.8251L17.4562%2021.0528L16.3725%2020.43L16.2916%2021.8251ZM16.6102%2019.376L18.2472%2020.3167L23.1893%2011.7166L21.5523%2010.7759L16.6102%2019.376ZM23.7036%2010.8215L22.0667%209.88079L22.7502%208.69136C22.8182%208.57299%2022.931%208.48583%2023.0631%208.45015C23.1952%208.41448%2023.3365%208.43298%2023.4549%208.501L24.1968%208.92733C24.3151%208.99535%2024.4023%209.10817%2024.438%209.24024C24.4737%209.37232%2024.4552%209.51368%2024.3871%209.63205L23.7036%2010.8215Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M8.87376%2025.2091L9.87054%2024.9398C10.0594%2024.8888%2010.2031%2024.7355%2010.2417%2024.5438L10.4952%2023.293L11.3441%2024.246C11.4739%2024.3922%2011.6752%2024.4523%2011.8641%2024.4013L13.8576%2023.8628C14.1327%2023.7885%2014.2957%2023.5049%2014.2214%2023.2298C14.1471%2022.9547%2013.8635%2022.7917%2013.5884%2022.866L11.9028%2023.3213L10.5796%2021.8355C10.4497%2021.6893%2010.2484%2021.6292%2010.0596%2021.6802C9.87067%2021.7313%209.72704%2021.8845%209.68845%2022.0762L9.29328%2024.0262L8.60451%2024.2123C8.3294%2024.2866%208.16644%2024.5702%208.24075%2024.8453C8.31506%2025.1204%208.59865%2025.2834%208.87376%2025.2091Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M5.83172%209.98821L15.7995%207.29571C16.0746%207.2214%2016.2375%206.93781%2016.1632%206.6627C16.0889%206.38759%2015.8053%206.22462%2015.5302%206.29894L5.56247%208.99144C5.28736%209.06575%205.1244%209.34934%205.19871%209.62445C5.27302%209.89956%205.55661%2010.0625%205.83172%209.98821Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M6.63946%2012.9784L16.6072%2010.2859C16.8823%2010.2116%2017.0453%209.92804%2016.971%209.65293C16.8966%209.37782%2016.6131%209.21486%2016.3379%209.28917L6.37021%2011.9817C6.0951%2012.056%205.93214%2012.3396%206.00645%2012.6147C6.08076%2012.8898%206.36435%2013.0528%206.63946%2012.9784Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M7.44708%2015.9688L17.4148%2013.2763C17.6899%2013.202%2017.8529%2012.9184%2017.7786%2012.6433C17.7043%2012.3682%2017.4207%2012.2052%2017.1456%2012.2795L7.17783%2014.972C6.90272%2015.0463%206.73976%2015.3299%206.81407%2015.605C6.88838%2015.8801%207.17197%2016.0431%207.44708%2015.9688Z'%20fill='%23484848'/%3e%3cpath%20fill-rule='evenodd'%20clip-rule='evenodd'%20d='M8.25494%2018.9592L15.2324%2017.0744C15.5075%2017.0001%2015.6704%2016.7165%2015.5961%2016.4414C15.5218%2016.1663%2015.2382%2016.0033%2014.9631%2016.0776L7.98569%2017.9624C7.71058%2018.0367%207.54762%2018.3203%207.62193%2018.5954C7.69624%2018.8705%207.97983%2019.0335%208.25494%2018.9592Z'%20fill='%23484848'/%3e%3c/svg%3e"" alt="""">",Alt text quality issue: empty misuse,high,"Alt text is empty but image may not be decorative. Describe the key information shown in the image related to ""Tuition and loan estimator"".",medium,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/what-it-costs/scholarship-opportunities/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-09/33%20-%20Scholarships%20-%20Submit%20your%20FAFSA%20to%20find%20financial%20aid.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Submit your FAFSA to find financial aid"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/what-it-costs/scholarship-opportunities/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-09/33%20-%20Scholarships%20-%20Submit%20your%20FAFSA%20to%20find%20financial%20aid.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Submit your FAFSA to find financial aid"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/what-it-costs/scholarship-opportunities/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-09/33%20-%20Scholarships%20-%20Submit%20your%20FAFSA%20to%20find%20financial%20aid.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Submit your FAFSA to find financial aid"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/what-it-costs/scholarship-opportunities/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-09/33%20-%20Scholarships%20-%20Submit%20your%20FAFSA%20to%20find%20financial%20aid.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Submit your FAFSA to find financial aid"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/first-year/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_2.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What it’s like to be a Sun Devil"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/first-year/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_2.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What it’s like to be a Sun Devil"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/first-year/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_2.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What it’s like to be a Sun Devil"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/first-year/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_2.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What it’s like to be a Sun Devil"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/home-school/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Become a digital Sun Devil"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/home-school/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Become a digital Sun Devil"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/home-school/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Become a digital Sun Devil"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/home-school/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Become a digital Sun Devil"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/international/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_1.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Learn about the Sun Devil experience"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/international/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_1.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Learn about the Sun Devil experience"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/international/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_1.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Learn about the Sun Devil experience"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/international/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_1.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Learn about the Sun Devil experience"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/transfer/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_3.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Want to know more about being a Sun Devil?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/admission/transfer/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_3.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Want to know more about being a Sun Devil?"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/transfer/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_3.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Want to know more about being a Sun Devil?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/admission/transfer/apply/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2020-09/Learn%20about%20the%20sun%20devil%20experience_3.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Want to know more about being a Sun Devil?"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/171103-ASU-Prep-Tempe-11.03.17-1331-NN.jpg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can I do with a degree in education?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/20190216OpenDoorWest_31-%281%29.jpeg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can I do with a degree in education?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/171103-ASU-Prep-Tempe-11.03.17-1331-NN.jpg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can I do with a degree in education?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/20190216OpenDoorWest_31-%281%29.jpeg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can I do with a degree in education?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/education-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/181007-Hackathon-Nighttime-2107-NN.jpeg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can I do with a degree in engineering?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/20180801MarianaBertoni_115.jpeg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can I do with a degree in engineering?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/181007-Hackathon-Nighttime-2107-NN.jpeg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can I do with a degree in engineering?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/20180801MarianaBertoni_115.jpeg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can I do with a degree in engineering?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/engineering-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",low,true
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/190718-LA-Intern-Aditya-Khuller-14419-JO.jpeg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can you do with a degree in technology?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/200430-ASU-Online-Verticals---Information-Technology---Secondary-730x550-V6-Final_0.jpeg"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""What can you do with a degree in technology?"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altText,Detection,Placeholder Alt Text,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/default/files/AreasOfStudy.png"" alt=""cardImage"">","Image uses a generic placeholder ""cardImage"" as alt text, which provides no value to screen reader users.",medium,"Provide a concise description of the image based on its purpose in the ""Explore more degree programs"" section.",high,false
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/190718-LA-Intern-Aditya-Khuller-14419-JO.jpeg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can you do with a degree in technology?"" section.",low,true
altQuality,Analysis,GENERIC,https://asuonline.asu.edu/study/technology-degrees/,"<img src=""https://cms.asuonline.asu.edu/sites/g/files/litvpz1971/files/2022-08/200430-ASU-Online-Verticals---Information-Technology---Secondary-730x550-V6-Final_0.jpeg"" alt=""cardImage"">",Alt text quality issue: generic,medium,"Alt text ""cardImage"" is too generic. Provide a concise description of the image based on its purpose in the ""What can you do with a degree in technology?"" section.",low,true
